SMILES,PID,Polymer Class,Tg
*CC(*)n1c2ccccc2c2cc3ccccc3cc21,P330057,Polyvinyls,253
*CC(*)n1c2ccccc2c2c3ccccc3ccc21,P330058,Polyvinyls,291.5
*CC(*)(CC(=O)O)C(=O)O,P330072,Polyvinyls,141
*CC(*)N1CCCC1=S,P330076,Polyvinyls,80
*/C=C/CC(C*)c1ccccc1,P330077,Polyvinyls,14
*CC(*)[Si](C)(C)Cc1ccccc1,P330085,Polyvinyls,-24
*CC(*)OCCOCCOCCOC,P330100,Polyvinyls,-76
*/C=C/C1CC(*)C([Si](C)(C)C)C1,P330104,Polyvinyls,113
*/C=C/C1CC(*)C([Si](C)(C)C[Si](C)(C)C)C1,P330105,Polyvinyls,24
*/C=C(/*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,P330111,Polyvinyls,420
*/C=C/C1CC(*)C(C(=O)OCCCCCCCCOc2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cc2)C1,P330114,Polyvinyls,51
*/C=C/C(C*)COCC(=O)OCCCCCCCCOc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,P330115,Polyvinyls,23
*/C=C/CC(C*)(C(=O)OC12CC3CC(CC(C3)C1)C2)C(=O)OC12CC3CC(CC(C3)C1)C2,P330116,Polyvinyls,34
*CC(*)OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,P330120,Polyvinyls,37
*CC(*)OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(OCC)cc2)cc1,P330121,Polyvinyls,37
*/C=C/C(C)C(*)C(=O)OC12CC3CC(CC(C3)C1)C2,P330122,Polyvinyls,115
*CC(*)NC=O,P330138,Polyvinyls,150
*CC(*)c1ccc2c(c1)OCO2,P330139,Polyvinyls,138
*CC(*)c1cccc2c1OCO2,P330140,Polyvinyls,119
*/C=C/C(C(=O)OCc1ccccc1)C(*)C(=O)OCc1ccccc1,P330165,Polyvinyls,21
*/C=C/C(C(=O)OCC)C(*)C(=O)OCC,P330166,Polyvinyls,6
*/C=C/C(COCc1ccccc1)C(*)COCc1ccccc1,P330167,Polyvinyls,-4
*CC(*)S(=O)(=O)c1ccccc1,P332002,Polyvinyls,128
*/C=C(/*)c1ccccc1C(F)(F)F,P332004,Polyvinyls,130
*/C=C(/*)c1ccccc1[Si](C)(C)C,P332005,Polyvinyls,190
*/C=C(/*)c1c(C)cc(C(C)(C)C)cc1C,P332007,Polyvinyls,200
*/C=C(/*)c1ccccc1[Ge](C)(C)C,P332010,Polyvinyls,180
*/C=C(/*)c1ccccc1C[Si](C)(C)C,P332011,Polyvinyls,170
*/C=C(/*)c1c(F)c(F)c(CCCC)c(F)c1F,P332012,Polyvinyls,110
*/C(=C(/*)c1ccc(CCCC)cc1)c1ccccc1,P332013,Polyvinyls,200
*/C(=C(/*)c1ccc(C(C)(C)C)cc1)c1ccccc1,P332014,Polyvinyls,200
*/C(=C(/*)c1ccc([Si](C)(C)C)cc1)c1ccccc1,P332015,Polyvinyls,200
*/C(=C(/*)c1cccc([Si](C)(C)C)c1)c1ccccc1,P332016,Polyvinyls,200
*/C(=C(/*)c1cccc([Ge](C)(C)C)c1)c1ccccc1,P332017,Polyvinyls,200
*/C(=C(/*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,P332018,Polyvinyls,200
*/C=C(/*)C(CCC)[Si](C)(C)CCCCCC,P332019,Polyvinyls,40
*/C=C(/*)C(CCC)[Si](C)(C)c1ccccc1,P332020,Polyvinyls,110
*/C(C)=C(/*)SCC,P332021,Polyvinyls,160
*/C(C)=C(/*)SCCCCCC,P332022,Polyvinyls,110
*/C(C)=C(/*)SCCCCCCCCCC,P332023,Polyvinyls,60
*CC(*)OCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,P332024,Polyvinyls,13
*/C=C/C1CC(*)C(C(=O)OC)C1,P332026,Polyvinyls,65
*CC(*)OC(=O)/C=C/c1ccccc1,P332027,Polyvinyls,127
*/C=C(/*)CCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,P332033,Polyvinyls,20
*/C=C(/*)CCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,P332034,Polyvinyls,36
*/C=C(/*)CCCOc1ccc(OC(=O)c2ccc(OCCCCCCCC)cc2)cc1,P332035,Polyvinyls,42
*/C=C/C1CC(*)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)F,P332036,Polyvinyls,77
*CC(*)CO,P332048,Polyvinyls,36
*/C=C/C1CC(*)C(C(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1C(=O)OCCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,P332051,Polyvinyls,23.1
*/C=C/C1CC(*)C(C(=O)OCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,P332052,Polyvinyls,55.8
*CC(*)(CC(=O)OC)C(=O)O,P332053,Polyvinyls,159
*CC(*)(CC(=O)OCC)C(=O)O,P332054,Polyvinyls,135
*/C=C/C(C)C(*)C(=O)OCCN(C)c1ccc(N(C)C)cc1,P332077,Polyvinyls,20.5
*/C=C/C(C)C(*)C(=O)OCCCN(C)c1ccc(N(C)C)cc1,P332078,Polyvinyls,11.5
*/C=C/C(C)C(*)C(=O)OCCCCCCN(C)c1ccc(N(C)C)cc1,P332079,Polyvinyls,2
*CC(*)OCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,P332087,Polyvinyls,61
*CC(*)OCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P332088,Polyvinyls,54
*CC(*)OCCOc1ccc(C=C(C#N)C#N)cc1,P332089,Polyvinyls,38
*CC(*)OCCOc1ccc(/C=C(\C#N)C(=O)OC)cc1,P332090,Polyvinyls,47
*/C(=C(/*)c1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1)c1ccccc1,P332113,Polyvinyls,250
*CC(*)N,P332127,Polyvinyls,57
*CC(C)(/C=C(/*)C)C(=O)OC,P332130,Polyvinyls,24
*/C=C/C(C)(C(=O)OC)C(*)C,P332131,Polyvinyls,34
*CC(*)P(=O)(O)O,P332133,Polyvinyls,88
*CC(*)C1=NCCN1,P332150,Polyvinyls,-48.35
*/C=C/C1=C(*)CC(C(=O)OCC)(C(=O)OCC)C1,P332160,Polyvinyls,27.65
*/C=C/C1CC(*)C(C#N)C1,P332168,Polyvinyls,140
*/C=C/C1CC(*)C(C#N)(CC)C1,P332169,Polyvinyls,134
*/C=C/C1CC(*)C(C#N)(CCC)C1,P332170,Polyvinyls,108
*/C=C/C1CC(*)C(C#N)(CCCC)C1,P332171,Polyvinyls,87
*/C=C/C1CC(*)C(C#N)([Si](C)(C)C)C1,P332172,Polyvinyls,211
*/C=C/C1CC(*)C(C#N)([Si](C)(C)O[Si](C)(C)C)C1,P332173,Polyvinyls,88
*/C=C/C1CC(*)C(C#N)([Si](C)(C)O[Si](C)(C)O[Si](C)(C)C)C1,P332174,Polyvinyls,47
*/C=C/C1CC(*)C(C#N)(C[Si](C)(C)C)C1,P332175,Polyvinyls,128
*/C=C/C1CC(*)C(C#N)(C[Si](C)(C)O[Si](C)(C)C)C1,P332176,Polyvinyls,68
*/C=C/C1CC(*)C(C#N)([Si](C)(C)[Si](C)(C)C)C1,P332177,Polyvinyls,120
*CC(*)CN,P332182,Polyvinyls,190
*CC(*)n1cncn1,P332184,Polyvinyls,165
*CC(C#N)C(CCC(C)(O)C=C)C(*)(C)C,P332186,Polyvinyls,50
*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3ccc4c(c3)C(c3ccc(-c5nnc(-c6ccc(C(C)(C)C)cc6)o5)cc3)(c3ccc(-c5nnc(-c6ccc(C(C)(C)C)cc6)o5)cc3)c3cc(*)ccc3-4)ccc1-2,P332187,Polyvinyls,213
*CC/C(=C(/*)c1ccccc1)c1ccccc1,P332188,Polyvinyls,120.5
*/C(C)=C(/*)[Ge](C)(C)C,P332199,Polyvinyls,250
*CC(OC(C)=O)C(CCC(C)(O)C=C)C(*)(C)C,P332222,Polyvinyls,85
*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3ccc4c(c3)C(CC3=NC(Cc5ccccc5)CO3)(CC3=NC(Cc5ccccc5)CO3)c3cc(*)ccc3-4)ccc1-2,P332265,Polyvinyls,114
*/C=C/C1CC(*)C(C(=O)Oc2ccccc2)C1,P332273,Polyvinyls,72.6
*/C=C/C1CC(*)C(C(=O)Oc2ccccc2)C1C(=O)Oc1ccccc1,P332276,Polyvinyls,96.5
*/C=C/c1ccc2c(c1)C(CCCCCCOc1ccc3ccc(=O)oc3c1)(CCCCCCOc1ccc3ccc(=O)oc3c1)c1cc(/C=C/c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(*)ccc3-4)ccc1-2,P332282,Polyvinyls,115
*/C=C/C1CC(*)C(C(=O)OC)C1C(=O)OC,P332287,Polyvinyls,77.3
*/C=C/C1CC(*)C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,P332288,Polyvinyls,83.4
*/C=C/CCCC(Cl)CCC*,P332292,"Polyvinyls, Polydienes",-63
*/C=C/CCCCCCC(Cl)CCCCCC*,P332293,"Polyvinyls, Polydienes",-57
*/C=C/CCCCCCCCCC(Cl)CCCCCCCCC*,P332294,"Polyvinyls, Polydienes",-37
*CC(*)n1ccc2ccccc21,P332296,Polyvinyls,19
*/C=C/CCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,P332301,Polyvinyls,-36
*CCCCCCCCCCCCCCCCCCCCC(*)COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,P332302,Polyvinyls,-21
*/C=C/CCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCC,P332303,Polyvinyls,-76
*/C=C/C(*)(C)c1ccccc1,P332308,Polyvinyls,52
*C1C2CC(C1*)C([Si](C)(C)C)C2,P332309,Polyvinyls,303
*CC(*)N1CCCCCC1=O,P332317,Polyvinyls,174.6
*/C=C(/*)CCCOC(=O)c1cc(-c2ccc(OC)cc2)ccc1-c1ccc(OC)cc1,P332321,Polyvinyls,72.4
*C1C2CC(CCCCCCCCC(=O)OCC)C(C2)C1*,P332328,Polyvinyls,134
*/C=C/C1CC(*)C(C(=O)OCCNC(C)(C)C)C1,P332336,Polyvinyls,29
*C1C(*)C2CC1C(COCc1ccccc1)C2COCc1ccccc1,P332364,Polyvinyls,176
*C1C2CC(CCCCc3ccccc3)C(C2)C1*,P332366,Polyvinyls,148
*CC(*)c1nnn[nH]1,P332380,"Polystyrenes, Polyvinyls",72
*CC(*)C(=O)NC,P340005,"Polyacrylics, Polyvinyls",171
*CC(*)(C)C(=O)Oc1ccc(C(=O)O)cc1,P340007,"Polyacrylics, Polyvinyls",110
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/C=N/c2ccc(C#N)cc2)cc1,P340009,"Polyacrylics, Polyvinyls",35
*CC(*)(C)C(=O)OCCCCCCCCCCCOc1ccc(/C=N/c2ccc(C#N)cc2)cc1,P340011,"Polyacrylics, Polyvinyls",23
*CC(*)(C)C(=O)OCCO[Si](C)(C)C,P340012,"Polyacrylics, Polyvinyls",89
*CC(*)(C)C(=O)OC1CCCC1,P340014,"Polyacrylics, Polyvinyls",75
*CC(*)C(=O)OCC(C)O,P340015,"Polyacrylics, Polyvinyls",-7
*CC(*)(C)C(=O)OCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,P340016,"Polyacrylics, Polyvinyls",60
*CC(*)(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC,P340017,"Polyacrylics, Polyvinyls",-19
*CC(*)(CC(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC,P340018,"Polyacrylics, Polyvinyls",-13
*CC(*)(CC(=O)OC1CCCCCCC1)C(=O)OC1CCCCCCC1,P340019,"Polyacrylics, Polyvinyls",124
*CC(OC)C(C(=O)OC)C(*)C(=O)OC,P340020,"Polyacrylics, Polyvinyls",59.5
*CC(OCC)C(C(=O)OC)C(*)C(=O)OC,P340021,"Polyacrylics, Polyvinyls",50
*CC(OCC(C)C)C(C(=O)OC)C(*)C(=O)OC,P340022,"Polyacrylics, Polyvinyls",44.5
*CC(OCCCC)C(C(=O)OC)C(*)C(=O)OC,P340023,"Polyacrylics, Polyvinyls",32.5
*CC(OC)C(C)(C(=O)OC)C(*)(C)C(=O)OC,P340024,"Polyacrylics, Polyvinyls",134
*CC(OCC)C(C)(C(=O)OC)C(*)(C)C(=O)OC,P340025,"Polyacrylics, Polyvinyls",131
*CC(OCC(C)C)C(C)(C(=O)OC)C(*)(C)C(=O)OC,P340026,"Polyacrylics, Polyvinyls",125.5
*CC(OCCCC)C(C)(C(=O)OC)C(*)(C)C(=O)OC,P340027,"Polyacrylics, Polyvinyls",97.5
*CC(*)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P340032,"Polyacrylics, Polyvinyls",9
*CC(*)(C)C(=O)OCCn1c2ccccc2c2ccccc21,P340034,"Polyacrylics, Polyvinyls",148
*CC(*)C(=O)n1c2ccccc2c2ccccc21,P340035,"Polyacrylics, Polyvinyls",50.1
*CC(*)C(=O)NC(C)(C)CC(C)=O,P340037,"Polyacrylics, Polyvinyls",72.5
*CC(*)(C)C(=O)OCC#N,P340043,"Polyacrylics, Polyvinyls",91
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,P340044,"Polyacrylics, Polyvinyls",46
*C(C(=O)OC)C(*)C(=O)OC(C)(C)C,P340047,"Polyacrylics, Polyvinyls",84
*CC(*)C(=O)OCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,P340064,"Polyacrylics, Polyvinyls",70
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,P340065,"Polyacrylics, Polyvinyls",29.5
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OCCCC)cc2)cc1,P340067,"Polyacrylics, Polyvinyls",49
*CC(*)(C)C(=O)OCCOc1ccc(C(=O)Oc2ccc(OCCCC)cc2)cc1,P340068,"Polyacrylics, Polyvinyls",137
*CC(*)(CC(=O)Oc1ccc(OC)cc1)C(=O)Oc1ccc(OC)cc1,P340069,"Polyacrylics, Polyvinyls",119.5
*CC(*)C(=O)OC(OCC)C(F)(F)F,P340070,"Polyacrylics, Polyvinyls",5
*CC(*)(C)C(=O)OC(OCC)C(F)(F)F,P340071,"Polyacrylics, Polyvinyls",60
*CC(*)(Cl)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OCCCC)cc2)cc1,P340072,"Polyacrylics, Polyvinyls",112.5
*CC(*)(C)C(=O)OCc1cccs1,P340077,"Polyacrylics, Polyvinyls",66
*CC(*)(C)C(=O)OCc1ccc[se]1,P340078,"Polyacrylics, Polyvinyls",56
*CC(*)(C)C(=O)OCC1COCCOCCOCCOCCOC1,P340079,"Polyacrylics, Polyvinyls",31
*CC(*)(CC(=O)Oc1ccc(OCC)cc1)C(=O)Oc1ccc(OCC)cc1,P340080,"Polyacrylics, Polyvinyls",110.5
*CC(*)(CC(=O)Oc1ccc(OCCC)cc1)C(=O)Oc1ccc(OCCC)cc1,P340081,"Polyacrylics, Polyvinyls",94.5
*CC(*)(CC(=O)Oc1ccc(OCCCCC)cc1)C(=O)Oc1ccc(OCCCCC)cc1,P340082,"Polyacrylics, Polyvinyls",73.5
*CC(*)(CC(=O)Oc1ccc(OCCCCCCC)cc1)C(=O)Oc1ccc(OCCCCCCC)cc1,P340083,"Polyacrylics, Polyvinyls",111
*CC(*)C(=O)OCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,P340084,"Polyacrylics, Polyvinyls",40
*CC(*)C(=O)OCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,P340085,"Polyacrylics, Polyvinyls",30
*CC(*)C(=O)OCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,P340086,"Polyacrylics, Polyvinyls",30
*CC(*)C(=O)OCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,P340087,"Polyacrylics, Polyvinyls",20
*CC(*)C(=O)OCCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,P340088,"Polyacrylics, Polyvinyls",15
*CC(*)C(=O)OCCCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,P340089,"Polyacrylics, Polyvinyls",15
*CC(*)C(=O)OCCCCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,P340090,"Polyacrylics, Polyvinyls",15
*CC(*)C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,P340091,"Polyacrylics, Polyvinyls",15
*CC(*)(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC,P340092,"Polyacrylics, Polyvinyls",-58
*CC(*)(CC(=O)OCCOC)C(=O)OCCOC,P340093,"Polyacrylics, Polyvinyls",34
*CC(*)(CC(=O)OCCOCCOC)C(=O)OCCOCCOC,P340094,"Polyacrylics, Polyvinyls",-40.5
*CC(*)(CC(=O)OCCOCCOCCOC)C(=O)OCCOCCOCCOC,P340095,"Polyacrylics, Polyvinyls",-19
*CC(*)(CC(=O)OCCOCCOCCOCCOCCOCCOCCOC)C(=O)OCCOCCOCCOCCOCCOCCOCCOC,P340096,"Polyacrylics, Polyvinyls",-40.5
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)F,P340097,"Polyacrylics, Polyvinyls",77
*CC(*)(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P340098,"Polyacrylics, Polyvinyls",47
*CC(*)C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,P340101,"Polyacrylics, Polyvinyls",128
*CC(*)(C)C(=O)Oc1c(C)cccc1C,P340102,"Polyacrylics, Polyvinyls",167
*CC(*)(C)C(=O)Oc1cccc(C)c1C,P340103,"Polyacrylics, Polyvinyls",120
*CC(*)C(=O)OCCCCC,P340104,"Polyacrylics, Polyvinyls",-57
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])c3ccccc23)cc1,P340107,"Polyacrylics, Polyvinyls",116
*CC(*)C(=O)OC12CC3CC(CC(C3)C1)C2,P340108,"Polyacrylics, Polyvinyls",183
*CC(*)(CC(=O)OC)C(=O)OC12CC3CC(CC(C3)C1)C2,P340115,"Polyacrylics, Polyvinyls",197
*CC(*)(CC(=O)OC)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,P340116,"Polyacrylics, Polyvinyls",144
*CC(*)(CC(=O)OC(C)C)C(=O)OC12CC3CC(CC(C3)C1)C2,P340117,"Polyacrylics, Polyvinyls",180
*CC(*)(CC(=O)OC(C)C)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,P340118,"Polyacrylics, Polyvinyls",158
*CC(*)(CC(=O)OC(C)C)C(=O)OC(C)C,P340119,"Polyacrylics, Polyvinyls",100
*CC(*)(C)C(=O)OC1CCC2CCCCC2C1,P340123,"Polyacrylics, Polyvinyls",145
*CC(*)(C)C(=O)OC1CC2CC1C1C3CCC(C3)C21,P340124,"Polyacrylics, Polyvinyls",199
*CC(*)(C)C(=O)OC1CCC1,P340125,"Polyacrylics, Polyvinyls",119
*C(C)C(*)C(=O)OC12CC3CC(CC(C3)C1)C2,P340126,"Polyacrylics, Polyvinyls",236.5
*C(C)C(*)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,P340127,"Polyacrylics, Polyvinyls",194.5
*CC(*)(C)C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,P340129,"Polyacrylics, Polyvinyls",63
*CC(*)(CC(=O)OCC(C)C)C(=O)OCC(C)C,P340130,"Polyacrylics, Polyvinyls",125
*CC(*)(C)C(=O)OCCc1ccc(/N=N/c2ccccc2)cc1,P340131,"Polyacrylics, Polyvinyls",80
*CC(*)(C)C(=O)OCCOc1ccc(-c2ccc(-c3ccc(C#N)cc3)cc2)cc1,P340149,"Polyacrylics, Polyvinyls",115
*CC(*)(C)C(=O)OCC(C)Oc1ccc(-c2ccc(-c3ccc(C#N)cc3)cc2)cc1,P340150,"Polyacrylics, Polyvinyls",140
*CC(*)(C)C(=O)OCCCCl,P340159,"Polyacrylics, Polyvinyls",50
*CC(*)(C)C(=O)OCCCCCCN(C)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1,P340169,"Polyacrylics, Polyvinyls",100
*CC(*)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,P340170,"Polyacrylics, Polyvinyls",60.8
*CC(*)C(=O)OCCn1c2ccccc2c2ccccc21,P340171,"Polyacrylics, Polyvinyls",106.8
*CC(*)(C)C(=O)OCCCCCCc1ccc(/C(C)=C/c2ccc(OC)cc2)cc1,P340180,"Polyacrylics, Polyvinyls",31
*CC(*)(C)C(=O)OCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,P342001,"Polyacrylics, Polyvinyls",45
*CC(*)(C)C(=O)OCC=C,P342002,"Polyacrylics, Polyvinyls",94
*CC(*)C(=O)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,P342003,"Polyacrylics, Polyvinyls",78
*CC(*)C(=O)OCCCOc1ccc(-c2ccc(C#N)cc2)cc1,P342004,"Polyacrylics, Polyvinyls",54.25
*CC(*)(C)C(=O)OCCCOc1ccc(-c2ccc(C#N)cc2)cc1,P342005,"Polyacrylics, Polyvinyls",97
*CC(*)(C)C(=O)OCCCCc1ccccc1,P342006,"Polyacrylics, Polyvinyls",9
*CC(*)(C)C(=O)Oc1cc(C)ccc1C,P342007,"Polyacrylics, Polyvinyls",111
*CC(*)(C)C(=O)OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P342009,"Polyacrylics, Polyvinyls",84
*CC(*)C(=O)OCCCCCCCCCCOc1cnc(-c2ccc(OC(=O)C3COC(C)(C)O3)cc2)nc1,P342011,"Polyacrylics, Polyvinyls",29
*CC(*)(C)C(=O)OCCOCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,P342021,"Polyacrylics, Polyvinyls",57
*C([2H])([2H])C(*)(C(=O)OC([2H])([2H])[2H])C([2H])([2H])[2H],P342022,"Polyacrylics, Polyvinyls",115
*CC(*)(C)C(=O)OCCCn1c2ccccc2c2ccccc21,P342026,"Polyacrylics, Polyvinyls",113
*CC(*)(C)C(=O)OCCCCCn1c2ccccc2c2ccccc21,P342027,"Polyacrylics, Polyvinyls",91
*CC(*)(C)C(=O)OCCCCCCn1c2ccccc2c2ccccc21,P342028,"Polyacrylics, Polyvinyls",73
*CC(*)(C)C(=O)OCCCCCCCCCCCn1c2ccccc2c2ccccc21,P342029,"Polyacrylics, Polyvinyls",31
*CC(*)C(=O)OCCCn1c2ccccc2c2ccccc21,P342030,"Polyacrylics, Polyvinyls",83
*CC(*)C(=O)OCCCCCn1c2ccccc2c2ccccc21,P342031,"Polyacrylics, Polyvinyls",53
*CC(*)C(=O)OCCCCCCn1c2ccccc2c2ccccc21,P342032,"Polyacrylics, Polyvinyls",48
*CC(*)C(=O)OCCCCCCCCCCCn1c2ccccc2c2ccccc21,P342033,"Polyacrylics, Polyvinyls",15
*CC(*)C(=O)OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(-c3ccc(OC(C)CCCCCC)cc3)cc2)cc1,P342035,"Polyacrylics, Polyvinyls",50
*CC(*)C(=O)OCCCCn1c2ccccc2c2ccccc21,P342036,"Polyacrylics, Polyvinyls",68
*CC(*)C(=O)OCCCCCCCCn1c2ccccc2c2ccccc21,P342037,"Polyacrylics, Polyvinyls",12
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1OC,P342039,"Polyacrylics, Polyvinyls",49
*CC(*)(C)C(=O)OCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,P342041,"Polyacrylics, Polyvinyls",209.5
*CC(*)(C)C(=O)OCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,P342042,"Polyacrylics, Polyvinyls",211.5
*CC(*)(C)C(=O)OCCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,P342043,"Polyacrylics, Polyvinyls",203.5
*CC(*)(C)C(=O)OCCCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,P342044,"Polyacrylics, Polyvinyls",202.5
*CC(*)(C)C(=O)OCCCCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,P342045,"Polyacrylics, Polyvinyls",194.5
*CC(*)C(=O)OCCOc1ccc(C(C)(C)c2ccc(OCCO)cc2)cc1,P342048,"Polyacrylics, Polyvinyls",22
*CC(*)(C)C(=O)Oc1ccc2c(c1)CCC2,P342049,"Polyacrylics, Polyvinyls",113.5
*CC(*)C(=O)OCC1(CC)COCOC1,P342051,"Polyacrylics, Polyvinyls",42
*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)c(O)c1,P342053,"Polyacrylics, Polyvinyls",270
*CC(*)(C)C(=O)OCCOCCOC,P342055,"Polyacrylics, Polyvinyls",57
*CC(*)C(=O)OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,P342060,"Polyacrylics, Polyvinyls",48
*CC(*)C(=O)Nc1ccccc1,P342067,"Polyacrylics, Polyvinyls",160
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccccc2)cc1,P342077,"Polyacrylics, Polyvinyls",99
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(C)cc2)cc1,P342078,"Polyacrylics, Polyvinyls",98
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,P342079,"Polyacrylics, Polyvinyls",77
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(-c3ccccc3)cc2)cc1,P342080,"Polyacrylics, Polyvinyls",100
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(Oc3ccccc3)cc2)cc1,P342081,"Polyacrylics, Polyvinyls",74
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(C(=O)c3ccccc3)cc2)cc1,P342082,"Polyacrylics, Polyvinyls",72
*CC(*)(C)C(=O)OCCCCCCCC/C=C/CCCCCCCC,P342083,"Polyacrylics, Polyvinyls",-40
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C)cc2)cc1,P342084,"Polyacrylics, Polyvinyls",45
*CC(*)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P342085,"Polyacrylics, Polyvinyls",-12
*CC(*)(C)C(=O)OC1CC(C)CCC1C(C)C,P342086,"Polyacrylics, Polyvinyls",147
*CC(*)(C)C(=O)OCCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,P342094,"Polyacrylics, Polyvinyls",57
*CC(*)(C)C(=O)OCCCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,P342095,"Polyacrylics, Polyvinyls",38
